date,product,category,region,base_price,discount_pct,competitor_price,units_sold,revenue,cost,profit
2025-12-17T05:00:56.442Z,Smartwatch,Electronics,South,8000,10,7691.7,2,14400,11077.75,3322.25
2025-06-07T05:00:56.442Z,Washing Machine,Appliances,North,30000,0,28417.62,2,60000,49635.95,10364.05
2025-06-06T05:00:56.442Z,Wireless Mouse,Accessories,South,1200,30,1188.26,13,10920,7796.05,3123.95
2025-05-08T05:00:56.442Z,Keyboard,Accessories,North,1800,0,2061.68,16,28800,14541.15,14258.85
2025-03-17T05:00:56.442Z,Gaming Laptop,Electronics,South,75000,0,81127.67,7,525000,404634.29,120365.71
2025-12-25T05:00:56.442Z,Bluetooth Speaker,Electronics,South,4500,10,5102.87,8,32400,23387.7,9012.3
2025-04-23T05:00:56.442Z,Headphones,Electronics,West,3000,5,3124.9,3,8550,5714.43,2835.57
2025-09-02T05:00:56.442Z,Microwave Oven,Appliances,East,15000,5,15448.94,3,42750,33599.93,9150.07
2025-10-26T05:00:56.443Z,Premium Mobile,Electronics,West,40000,20,42928.82,7,224000,201651.54,22348.46
2025-08-11T05:00:56.443Z,Fitness Band,Wearables,North,3500,10,3461.62,17,53550,33754.85,19795.15
2025-08-13T05:00:56.443Z,Bluetooth Speaker,Electronics,North,4500,25,4591.1,10,33750,27335.24,6414.76
2025-11-27T05:00:56.443Z,Air Conditioner,Appliances,South,42000,25,38426.32,4,126000,143862.62,-17862.62
2025-10-22T05:00:56.443Z,Air Conditioner,Appliances,North,42000,0,40829.54,2,84000,67683.67,16316.33
2025-05-01T05:00:56.443Z,Wireless Mouse,Accessories,East,1200,40,1232.33,24,17280,16202.18,1077.82
2025-09-24T05:00:56.443Z,Keyboard,Accessories,Central,1800,5,1841.46,19,32490,19241.2,13248.8
2025-06-21T05:00:56.443Z,Wireless Mouse,Accessories,South,1200,10,1320.37,12,12960,7054.08,5905.92
2025-10-27T05:00:56.443Z,Air Conditioner,Appliances,North,42000,15,37631.66,8,285600,291539.47,-5939.47
2025-04-06T05:00:56.443Z,Gaming Laptop,Electronics,Central,75000,20,82174.31,2,120000,118558.08,1441.92
2025-07-12T05:00:56.443Z,Premium Mobile,Electronics,East,40000,25,34218.24,2,60000,61256.28,-1256.28
2026-01-01T05:00:56.443Z,Microwave Oven,Appliances,Central,15000,10,16812.38,4,54000,45100.33,8899.67
2025-07-26T05:00:56.443Z,Washing Machine,Appliances,South,30000,5,29114.74,3,85500,68853.5,16646.5
2025-05-14T05:00:56.443Z,Premium Mobile,Electronics,West,40000,20,35430.31,10,320000,286485.74,33514.26
2025-10-01T05:00:56.443Z,Microwave Oven,Appliances,South,15000,5,13825,2,28500,23896,4604
2025-03-23T05:00:56.443Z,Fitness Band,Wearables,North,3500,5,3381.71,24,79800,51772.78,28027.22
2025-10-31T05:00:56.444Z,Mobile,Electronics,North,20000,0,21353.56,4,80000,60933.25,19066.75
2025-08-05T05:00:56.444Z,Microwave Oven,Appliances,West,15000,20,15177.69,2,24000,22595.14,1404.86
2025-03-09T05:00:56.444Z,Wireless Mouse,Accessories,East,1200,25,1293.77,20,18000,11888.02,6111.98
2025-10-06T05:00:56.444Z,Smart Glasses,Wearables,East,12000,20,13423.3,4,38400,33634.92,4765.08
2025-05-21T05:00:56.444Z,Keyboard,Accessories,East,1800,0,1575.96,4,7200,3789.51,3410.49
2025-08-07T05:00:56.444Z,Gaming Laptop,Electronics,North,75000,10,76772.14,2,135000,123307.7,11692.3
2025-04-03T05:00:56.444Z,Laptop,Electronics,East,50000,20,44041.28,5,200000,180996.81,19003.19
2025-08-18T05:00:56.444Z,Microwave Oven,Appliances,Central,15000,10,15633.13,1,13500,12241.85,1258.15
2025-10-02T05:00:56.444Z,Fitness Band,Wearables,North,3500,25,3880.03,20,52500,44751.47,7748.53
2025-08-17T05:00:56.444Z,Bluetooth Speaker,Electronics,North,4500,40,4694.65,11,29700,31985.98,-2285.98
2025-05-28T05:00:56.444Z,Wireless Mouse,Accessories,North,1200,25,1308.07,10,9000,6493.82,2506.18
2025-09-21T05:00:56.444Z,Keyboard,Accessories,Central,1800,15,1775.44,30,45900,28951.16,16948.84
2025-03-15T05:00:56.444Z,Fitness Band,Wearables,East,3500,10,3890.33,7,22050,14065.63,7984.37
2025-04-28T05:00:56.444Z,Wireless Mouse,Accessories,East,1200,0,1172.95,14,16800,8259.53,8540.47
2025-02-01T05:00:56.444Z,Smartwatch,Electronics,North,8000,25,8722.27,9,54000,51338.52,2661.48
2025-07-19T05:00:56.444Z,Headphones,Electronics,East,3000,10,2769.96,5,13500,9073.15,4426.85
2025-12-08T05:00:56.444Z,Premium Mobile,Electronics,East,40000,30,35062.6,4,112000,115852.43,-3852.43
2025-11-20T05:00:56.445Z,Laptop,Electronics,Central,50000,20,51810.51,3,120000,114959.43,5040.57
2025-11-05T05:00:56.445Z,Microwave Oven,Appliances,West,15000,40,15109.22,8,72000,93128.83,-21128.83
2025-02-18T05:00:56.445Z,Smart Glasses,Wearables,East,12000,25,12862.82,10,90000,83215.01,6784.99
2025-06-28T05:00:56.445Z,Refrigerator,Appliances,West,45000,30,39230.97,7,220500,286477.98,-65977.98
2025-05-03T05:00:56.445Z,Air Conditioner,Appliances,North,42000,40,41985.24,7,176400,261502.72,-85102.72
2025-11-19T05:00:56.445Z,Smartwatch,Electronics,West,8000,20,8667.86,4,25600,21468.73,4131.27
2025-12-22T05:00:56.445Z,Mobile,Electronics,North,20000,30,21238.48,7,98000,104020.77,-6020.77
2025-04-10T05:00:56.445Z,Washing Machine,Appliances,East,30000,40,31917.29,5,90000,132995.86,-42995.86
2025-08-01T05:00:56.445Z,Tablet,Electronics,Central,25000,40,28212.2,1,15000,18038.78,-3038.78
2025-06-06T05:00:56.445Z,Tablet,Electronics,Central,25000,10,25866.97,4,90000,72127.98,17872.02
2025-11-25T05:00:56.445Z,Tablet,Electronics,South,25000,25,26189.77,4,75000,79757.11,-4757.11
2025-03-08T05:00:56.445Z,Premium Mobile,Electronics,South,40000,0,36805.92,4,160000,124778.73,35221.27
2025-04-27T05:00:56.445Z,Bluetooth Speaker,Electronics,South,4500,0,3881.17,1,4500,2677.35,1822.65
2025-08-07T05:00:56.445Z,Smart Glasses,Wearables,South,12000,25,13284.9,8,72000,66419.84,5580.16
2025-04-22T05:00:56.445Z,Fitness Band,Wearables,West,3500,10,3020.39,8,25200,15625.81,9574.19
2025-06-02T05:00:56.445Z,Air Conditioner,Appliances,West,42000,15,47967.2,8,285600,278938.34,6661.66
2025-11-15T05:00:56.445Z,Power Bank,Accessories,North,2500,5,2504.15,23,54625,34728.48,19896.52
2025-11-03T05:00:56.446Z,Air Conditioner,Appliances,South,42000,5,41076.92,5,199500,173559.64,25940.36
2025-03-11T05:00:56.446Z,Tablet,Electronics,West,25000,20,22108.08,10,200000,193746.79,6253.21
2025-07-27T05:00:56.446Z,Smart Glasses,Wearables,East,12000,0,10899.05,6,72000,53105.39,18894.61
2025-02-20T05:00:56.446Z,Mobile,Electronics,North,20000,20,19304.58,6,96000,85795.14,10204.86
2025-02-22T05:00:56.446Z,Air Conditioner,Appliances,East,42000,10,40787.58,3,113400,101994.93,11405.07
2025-06-23T05:00:56.446Z,Air Conditioner,Appliances,East,42000,10,44889.07,4,151200,144530.64,6669.36
2025-11-03T05:00:56.446Z,Air Conditioner,Appliances,East,42000,10,38847.23,1,37800,34004.44,3795.56
2025-12-14T05:00:56.446Z,Wireless Mouse,Accessories,North,1200,5,1074.03,17,19380,11241.62,8138.38
2025-06-09T05:00:56.446Z,Keyboard,Accessories,South,1800,10,1532.63,7,11340,6558.77,4781.23
2025-11-28T05:00:56.446Z,Bluetooth Speaker,Electronics,East,4500,30,4002.75,5,15750,14907.8,842.2
2025-02-13T05:00:56.446Z,Laptop,Electronics,East,50000,30,57346.15,8,280000,292847.69,-12847.69
2025-11-01T05:00:56.446Z,Refrigerator,Appliances,Central,45000,30,44665.36,1,31500,38898.81,-7398.81
2025-04-03T05:00:56.446Z,Fitness Band,Wearables,East,3500,20,3471.44,11,30800,21584.36,9215.64
2025-03-25T05:00:56.446Z,Laptop,Electronics,West,50000,30,43451.53,3,105000,109603.14,-4603.14
2025-07-30T05:00:56.446Z,Tablet,Electronics,West,25000,15,28484.87,5,106250,91909.03,14340.97
2025-10-27T05:00:56.446Z,Refrigerator,Appliances,East,45000,25,47653.46,4,135000,150361.87,-15361.87
2025-12-16T05:00:56.447Z,Air Conditioner,Appliances,North,42000,40,45263,7,176400,250804.34,-74404.34
2025-11-08T05:00:56.447Z,Power Bank,Accessories,Central,2500,25,2741.88,9,16875,12627.64,4247.36
2025-06-19T05:00:56.447Z,Refrigerator,Appliances,East,45000,5,46243.77,3,128250,115729.62,12520.38
2025-08-15T05:00:56.447Z,Power Bank,Accessories,West,2500,0,2574.34,24,60000,32995.44,27004.56
2025-02-01T05:00:56.447Z,Fitness Band,Wearables,South,3500,0,3303.31,13,45500,26354.29,19145.71
2025-09-28T05:00:56.447Z,Wireless Mouse,Accessories,East,1200,10,1137.39,17,18360,10304.41,8055.59
2025-01-19T05:00:56.447Z,Microwave Oven,Appliances,North,15000,25,13988.82,3,33750,33749.1,0.9
2025-07-04T05:00:56.447Z,Headphones,Electronics,West,3000,0,3049.75,6,18000,11307.29,6692.71
2025-11-26T05:00:56.447Z,Keyboard,Accessories,Central,1800,5,1682.58,16,27360,15612.57,11747.43
2025-08-10T05:00:56.447Z,Premium Mobile,Electronics,East,40000,15,37677.36,8,272000,225779.71,46220.29
2025-02-07T05:00:56.447Z,Washing Machine,Appliances,West,30000,0,31923.87,4,120000,97071.66,22928.34
2025-12-02T05:00:56.447Z,Gaming Laptop,Electronics,Central,75000,0,76903.95,7,525000,406033.82,118966.18
2026-01-02T05:00:56.447Z,Fitness Band,Wearables,East,3500,10,3311.9,17,53550,34504.52,19045.48
2025-10-21T05:00:56.447Z,Air Conditioner,Appliances,East,42000,5,40873.69,1,39900,34128.43,5771.57
2025-09-04T05:00:56.447Z,Smart Glasses,Wearables,Central,12000,15,10410.35,15,153000,130321.83,22678.17
2025-04-01T05:00:56.448Z,Gaming Laptop,Electronics,East,75000,10,75865.28,5,337500,282697.72,54802.28
2025-07-01T05:00:56.448Z,Fitness Band,Wearables,East,3500,5,3327.58,6,19950,13150.35,6799.65
2025-08-14T05:00:56.448Z,Wireless Mouse,Accessories,West,1200,20,1252.39,12,11520,7071.77,4448.23
2025-12-22T05:00:56.448Z,Gaming Laptop,Electronics,South,75000,30,81979.39,5,262500,319096.37,-56596.37
2026-01-18T05:00:56.448Z,Wireless Mouse,Accessories,North,1200,15,1351.94,13,13260,7941.83,5318.17
2025-10-02T05:00:56.448Z,Gaming Laptop,Electronics,Central,75000,0,85332.93,1,75000,63748.22,11251.78
2025-02-13T05:00:56.448Z,Microwave Oven,Appliances,North,15000,40,13257.52,5,45000,64976.67,-19976.67
2025-11-07T05:00:56.448Z,Smartwatch,Electronics,East,8000,20,8013.57,5,32000,27329.52,4670.48
2025-12-22T05:00:56.448Z,Laptop,Electronics,North,50000,30,48374.22,5,175000,196956.97,-21956.97
2025-08-13T05:00:56.448Z,Gaming Laptop,Electronics,Central,75000,20,75570.94,2,120000,128968.35,-8968.35
2025-04-28T05:00:56.448Z,Keyboard,Accessories,East,1800,10,1670.6,7,11340,6418.01,4921.99
2025-07-09T05:00:56.448Z,Headphones,Electronics,South,3000,30,3119.28,3,6300,5822.05,477.95
2025-08-14T05:00:56.448Z,Power Bank,Accessories,North,2500,40,2799,16,24000,24393.81,-393.81
2025-03-04T05:00:56.448Z,Bluetooth Speaker,Electronics,East,4500,10,4374.32,4,16200,11880.2,4319.8
2025-11-04T05:00:56.448Z,Premium Mobile,Electronics,South,40000,10,36350.9,9,324000,278998.48,45001.52
2025-07-10T05:00:56.448Z,Smartwatch,Electronics,East,8000,40,7872.84,1,4800,5550.59,-750.59
2025-08-04T05:00:56.449Z,Mobile,Electronics,Central,20000,20,20490.95,8,128000,120701.91,7298.09
2025-07-23T05:00:56.449Z,Premium Mobile,Electronics,North,40000,25,36875.02,6,180000,171253.28,8746.72
2025-04-20T05:00:56.449Z,Headphones,Electronics,West,3000,0,3446.11,1,3000,1913.23,1086.77
2025-05-17T05:00:56.449Z,Wireless Mouse,Accessories,East,1200,20,1030.96,8,7680,5001.47,2678.53
2025-03-25T05:00:56.449Z,Mobile,Electronics,West,20000,0,17945.71,1,20000,14249.34,5750.66
2025-06-08T05:00:56.449Z,Microwave Oven,Appliances,South,15000,5,14313.26,6,85500,70508.73,14991.27
2025-07-09T05:00:56.449Z,Headphones,Electronics,Central,3000,30,2627.69,9,18900,16278.41,2621.59
2025-12-18T05:00:56.449Z,Headphones,Electronics,South,3000,0,2807.42,8,24000,13796.32,10203.68
2025-03-18T05:00:56.449Z,Headphones,Electronics,West,3000,20,2689.24,2,4800,3622.35,1177.65
2026-01-11T05:00:56.449Z,Bluetooth Speaker,Electronics,East,4500,15,4942.06,8,30600,21627.67,8972.33
2025-09-04T05:00:56.449Z,Tablet,Electronics,South,25000,0,22717.33,2,50000,36717.67,13282.33
2025-02-21T05:00:56.449Z,Air Conditioner,Appliances,West,42000,20,38445.38,4,134400,136406.39,-2006.39
2025-08-14T05:00:56.449Z,Air Conditioner,Appliances,North,42000,40,40732.38,8,201600,297272.35,-95672.35
2025-04-28T05:00:56.449Z,Keyboard,Accessories,East,1800,0,1663.76,8,14400,7984.35,6415.65
2025-12-27T05:00:56.449Z,Smartwatch,Electronics,South,8000,20,7142.36,10,64000,53979.14,10020.86
2025-10-13T05:00:56.449Z,Power Bank,Accessories,East,2500,5,2375.9,23,54625,31960.5,22664.5
2026-01-06T05:00:56.450Z,Keyboard,Accessories,Central,1800,5,1651.8,12,20520,11096.21,9423.79
2025-09-16T05:00:56.450Z,Bluetooth Speaker,Electronics,West,4500,30,4185.31,10,31500,29079.63,2420.37
2025-05-21T05:00:56.450Z,Power Bank,Accessories,West,2500,25,2783.42,22,41250,33706.33,7543.67
2025-01-28T05:00:56.450Z,Fitness Band,Wearables,Central,3500,20,3498.64,7,19600,15339.77,4260.23
2025-05-11T05:00:56.450Z,Fitness Band,Wearables,Central,3500,40,3447.25,6,12600,12609.32,-9.32
2025-07-19T05:00:56.450Z,Bluetooth Speaker,Electronics,South,4500,5,4939.37,6,25650,16798.52,8851.48
2025-06-21T05:00:56.450Z,Bluetooth Speaker,Electronics,West,4500,25,4714.65,2,6750,5937.04,812.96
2025-02-11T05:00:56.450Z,Refrigerator,Appliances,North,45000,30,43471.37,9,283500,356523.03,-73023.03
2025-11-22T05:00:56.450Z,Refrigerator,Appliances,South,45000,0,47617.07,3,135000,110584.62,24415.38
2025-05-09T05:00:56.450Z,Mobile,Electronics,West,20000,20,18508.16,8,128000,114592.76,13407.24
2025-09-24T05:00:56.450Z,Mobile,Electronics,West,20000,30,21256.56,5,70000,68171.24,1828.76
2025-05-15T05:00:56.450Z,Tablet,Electronics,West,25000,25,23530.65,5,93750,97488.3,-3738.3
2025-05-13T05:00:56.450Z,Air Conditioner,Appliances,East,42000,5,37292.17,5,199500,181993.79,17506.21
2025-05-09T05:00:56.450Z,Bluetooth Speaker,Electronics,South,4500,25,3930.42,5,16875,13454.36,3420.64
2025-07-15T05:00:56.450Z,Refrigerator,Appliances,West,45000,15,42579.1,6,229500,222668.41,6831.59
2025-02-13T05:00:56.450Z,Wireless Mouse,Accessories,West,1200,25,1042.28,28,25200,16439.54,8760.46
2025-10-05T05:00:56.450Z,Microwave Oven,Appliances,North,15000,15,14632.38,4,51000,45876.34,5123.66
2025-03-15T05:00:56.451Z,Headphones,Electronics,Central,3000,40,2792.37,2,3600,3969.3,-369.3
2025-12-24T05:00:56.451Z,Washing Machine,Appliances,West,30000,15,28077.86,2,51000,52908.72,-1908.72
2025-05-29T05:00:56.451Z,Washing Machine,Appliances,Central,30000,10,25704.31,5,135000,125881.61,9118.39
2025-09-21T05:00:56.451Z,Refrigerator,Appliances,Central,45000,5,50512.23,3,128250,107426.52,20823.48
2025-04-07T05:00:56.451Z,Headphones,Electronics,West,3000,30,3341.21,4,8400,7115.22,1284.78
2025-12-27T05:00:56.451Z,Bluetooth Speaker,Electronics,West,4500,10,5073.93,1,4050,3034.13,1015.87
2025-08-02T05:00:56.451Z,Tablet,Electronics,West,25000,25,23126.51,4,75000,79412.69,-4412.69
2025-03-08T05:00:56.451Z,Smartwatch,Electronics,North,8000,40,8683.33,6,28800,32686.23,-3886.23
2025-08-15T05:00:56.457Z,Gaming Laptop,Electronics,East,75000,5,74139.49,2,142500,121604.28,20895.72
2025-04-11T05:00:56.457Z,Smartwatch,Electronics,Central,8000,25,8517.93,1,6000,5663.27,336.73
2026-01-17T05:00:56.457Z,Premium Mobile,Electronics,Central,40000,40,44947.19,8,192000,251441.37,-59441.37
2025-06-17T05:00:56.457Z,Tablet,Electronics,North,25000,5,23459.37,1,23750,20174.22,3575.78
2025-01-24T05:00:56.463Z,Wireless Mouse,Accessories,Central,1200,30,1101.76,23,19320,14241.07,5078.93
2025-07-21T05:00:56.463Z,Refrigerator,Appliances,North,45000,0,47521.27,4,180000,141516.25,38483.75
2025-08-29T05:00:56.463Z,Smart Glasses,Wearables,East,12000,15,11434.4,7,71400,58752.95,12647.05
2025-06-01T05:00:56.463Z,Tablet,Electronics,Central,25000,25,23001.52,7,131250,130746.33,503.67
2025-06-04T05:00:56.464Z,Bluetooth Speaker,Electronics,West,4500,0,3881.21,4,18000,12323.11,5676.89
2025-02-15T05:00:56.464Z,Fitness Band,Wearables,North,3500,15,3763.58,6,17850,13333.27,4516.73
2025-05-16T05:00:56.464Z,Smartwatch,Electronics,East,8000,0,6946.4,2,16000,10410.51,5589.49
2025-05-14T05:00:56.464Z,Refrigerator,Appliances,East,45000,25,45572.89,3,101250,110768.08,-9518.08
2025-05-03T05:00:56.464Z,Premium Mobile,Electronics,Central,40000,15,42699.72,1,34000,31514.23,2485.77
2025-11-07T05:00:56.464Z,Bluetooth Speaker,Electronics,South,4500,15,4025.32,2,7650,6117.07,1532.93
2025-12-29T05:00:56.464Z,Laptop,Electronics,Central,50000,20,52376.91,4,160000,155748.86,4251.14
2025-01-30T05:00:56.464Z,Premium Mobile,Electronics,South,40000,30,41727.02,10,280000,281212.96,-1212.96
2025-09-13T05:00:56.464Z,Smartwatch,Electronics,West,8000,40,7076.12,12,57600,68750.7,-11150.7
2025-11-13T05:00:56.464Z,Laptop,Electronics,South,50000,0,42895.93,5,250000,193406.36,56593.64
2025-05-02T05:00:56.464Z,Microwave Oven,Appliances,East,15000,40,17221.01,4,36000,46521.8,-10521.8
2025-07-07T05:00:56.464Z,Smartwatch,Electronics,North,8000,15,7800.35,1,6800,5014.84,1785.16
2025-05-14T05:00:56.464Z,Wireless Mouse,Accessories,Central,1200,25,1147.61,25,22500,15386.02,7113.98
2025-10-17T05:00:56.464Z,Keyboard,Accessories,South,1800,0,1914.72,16,28800,16051.68,12748.32
2025-01-29T05:00:56.464Z,Fitness Band,Wearables,South,3500,25,3369.13,12,31500,25605.44,5894.56
2025-06-06T05:00:56.464Z,Fitness Band,Wearables,East,3500,20,3433.67,14,39200,28652.21,10547.79
2025-04-19T05:00:56.465Z,Headphones,Electronics,West,3000,0,2813.89,9,27000,17715.83,9284.17
2025-07-16T05:00:56.465Z,Power Bank,Accessories,Central,2500,40,2382.65,8,12000,11549.56,450.44
2025-04-18T05:00:56.465Z,Headphones,Electronics,West,3000,0,3082.68,3,9000,5948,3052
2025-03-22T05:00:56.465Z,Premium Mobile,Electronics,South,40000,5,44852.13,3,114000,92660.68,21339.32
2025-06-27T05:00:56.465Z,Refrigerator,Appliances,East,45000,30,48320.99,1,31500,38225.6,-6725.6
2025-10-29T05:00:56.465Z,Fitness Band,Wearables,North,3500,15,3418.31,19,56525,38739.66,17785.34
2025-04-13T05:00:56.465Z,Air Conditioner,Appliances,South,42000,5,39705.39,1,39900,35830.01,4069.99
2025-04-12T05:00:56.465Z,Keyboard,Accessories,South,1800,20,1815.54,25,36000,24404.12,11595.88
2025-10-10T05:00:56.465Z,Smart Glasses,Wearables,Central,12000,5,11613.75,11,125400,91581.73,33818.27
2026-01-02T05:00:56.465Z,Fitness Band,Wearables,North,3500,0,3863.01,5,17500,10176.42,7323.58
2025-04-23T05:00:56.465Z,Wireless Mouse,Accessories,East,1200,40,1365.37,14,10080,8522.08,1557.92
2025-01-30T05:00:56.465Z,Smartwatch,Electronics,West,8000,0,7980.01,3,24000,15511.51,8488.49
2025-06-27T05:00:56.465Z,Refrigerator,Appliances,South,45000,25,43432.02,7,236250,261919.51,-25669.51
2026-01-14T05:00:56.465Z,Fitness Band,Wearables,West,3500,40,3564.34,17,35700,35337.48,362.52
2025-05-30T05:00:56.465Z,Keyboard,Accessories,South,1800,40,2059.67,36,38880,36540.43,2339.57
2025-08-04T05:00:56.465Z,Microwave Oven,Appliances,East,15000,40,16381.38,6,54000,72901.24,-18901.24
2025-10-21T05:00:56.465Z,Fitness Band,Wearables,North,3500,40,2976.12,7,14700,13941.03,758.97
2025-04-20T05:00:56.466Z,Washing Machine,Appliances,South,30000,5,29838.72,3,85500,78563.44,6936.56
2026-01-09T05:00:56.466Z,Microwave Oven,Appliances,South,15000,20,15055.11,8,96000,94869.26,1130.74
2025-04-02T05:00:56.466Z,Refrigerator,Appliances,South,45000,20,47314.36,9,324000,364531.21,-40531.21
2025-01-26T05:00:56.466Z,Power Bank,Accessories,Central,2500,5,2731.78,23,54625,31357.23,23267.77
2025-08-21T05:00:56.466Z,Keyboard,Accessories,North,1800,10,1621.79,8,12960,7727.31,5232.69
2025-02-19T05:00:56.466Z,Refrigerator,Appliances,East,45000,0,51583.62,2,90000,71462.47,18537.53
2025-11-02T05:00:56.466Z,Refrigerator,Appliances,West,45000,25,39954.55,2,67500,71088.55,-3588.55
2025-02-10T05:00:56.466Z,Fitness Band,Wearables,South,3500,40,3170.88,8,16800,17654.18,-854.18
2025-08-20T05:00:56.466Z,Microwave Oven,Appliances,Central,15000,30,14171.3,8,84000,91590.05,-7590.05
2025-05-15T05:00:56.466Z,Smartwatch,Electronics,West,8000,30,7774.45,7,39200,38369.18,830.82
2025-01-21T05:00:56.466Z,Fitness Band,Wearables,South,3500,40,3023.83,7,14700,14101,599
2025-09-10T05:00:56.466Z,Refrigerator,Appliances,West,45000,10,44437.32,1,40500,35691.55,4808.45
2025-09-11T05:00:56.469Z,Microwave Oven,Appliances,South,15000,5,14012.98,2,28500,25869.67,2630.33
2025-09-03T05:00:56.469Z,Keyboard,Accessories,South,1800,10,1744,19,30780,19502.96,11277.04
2025-08-26T05:00:56.470Z,Washing Machine,Appliances,West,30000,10,28773.39,2,54000,51760.93,2239.07
2025-07-07T05:00:56.470Z,Keyboard,Accessories,East,1800,0,1829.61,14,25200,14400.1,10799.9
2025-04-30T05:00:56.470Z,Microwave Oven,Appliances,Central,15000,5,13709.5,4,57000,47201.41,9798.59
2025-02-22T05:00:56.470Z,Power Bank,Accessories,South,2500,10,2433.78,23,51750,33564.5,18185.5
2025-11-28T05:00:56.470Z,Microwave Oven,Appliances,South,15000,20,15739.47,3,36000,37441.81,-1441.81
2025-05-24T05:00:56.470Z,Air Conditioner,Appliances,Central,42000,30,40391.84,7,205800,257611.79,-51811.79
2025-11-01T05:00:56.470Z,Headphones,Electronics,Central,3000,5,3105.86,5,14250,9257.73,4992.27
2025-09-09T05:00:56.470Z,Gaming Laptop,Electronics,North,75000,0,69411.59,2,150000,123378.35,26621.65
2025-11-30T05:00:56.470Z,Air Conditioner,Appliances,Central,42000,10,45731.03,7,264600,255009.75,9590.25
2025-05-31T05:00:56.470Z,Microwave Oven,Appliances,East,15000,25,14164.8,3,33750,36336.44,-2586.44
2025-02-07T05:00:56.470Z,Gaming Laptop,Electronics,Central,75000,25,81275.51,6,337500,355293.73,-17793.73
2025-12-10T05:00:56.470Z,Smartwatch,Electronics,West,8000,20,8421.07,1,6400,5051.84,1348.16
2025-10-29T05:00:56.470Z,Power Bank,Accessories,East,2500,10,2402.82,19,42750,27761.19,14988.81
2025-03-20T05:00:56.470Z,Premium Mobile,Electronics,North,40000,25,39516.29,8,240000,227637.06,12362.94
2025-02-08T05:00:56.471Z,Air Conditioner,Appliances,East,42000,25,35719.86,5,157500,182148.67,-24648.67
2025-02-26T05:00:56.471Z,Gaming Laptop,Electronics,East,75000,5,84938.05,4,285000,239579.74,45420.26
2026-01-14T05:00:56.471Z,Laptop,Electronics,East,50000,40,56560.96,5,150000,201183.59,-51183.59
2025-04-25T05:00:56.471Z,Wireless Mouse,Accessories,East,1200,40,1059.97,24,17280,15242.19,2037.81
2025-10-15T05:00:56.471Z,Gaming Laptop,Electronics,Central,75000,40,84037.49,2,90000,121609.31,-31609.31
2025-07-19T05:00:56.471Z,Air Conditioner,Appliances,South,42000,15,36326.66,5,178500,191460.4,-12960.4
2025-12-02T05:00:56.471Z,Tablet,Electronics,South,25000,0,22222.04,1,25000,19848.56,5151.44
2026-01-11T05:00:56.471Z,Fitness Band,Wearables,East,3500,40,3565.5,4,8400,8903.93,-503.93
2025-05-14T05:00:56.471Z,Gaming Laptop,Electronics,East,75000,25,69897.03,1,56250,60203.77,-3953.77
2025-03-28T05:00:56.471Z,Microwave Oven,Appliances,Central,15000,40,13959.19,7,63000,88813.15,-25813.15
2025-05-31T05:00:56.471Z,Gaming Laptop,Electronics,South,75000,0,76312.29,4,300000,249195.41,50804.59
2025-06-27T05:00:56.471Z,Fitness Band,Wearables,Central,3500,20,3297.76,17,47600,36518.46,11081.54
2025-10-28T05:00:56.474Z,Keyboard,Accessories,South,1800,20,1967.91,18,25920,16553.16,9366.84
2025-02-25T05:00:56.474Z,Laptop,Electronics,West,50000,40,43060.12,5,150000,192395.98,-42395.98
2025-05-15T05:00:56.474Z,Wireless Mouse,Accessories,East,1200,0,1064.98,12,14400,7125.18,7274.82
2025-11-09T05:00:56.474Z,Microwave Oven,Appliances,North,15000,30,14327.44,2,21000,23308.6,-2308.6
2025-04-04T05:00:56.474Z,Smartwatch,Electronics,Central,8000,5,7143.19,2,15200,11472.45,3727.55
2025-01-25T05:00:56.474Z,Smartwatch,Electronics,East,8000,40,7868.82,4,19200,20876.22,-1676.22
2025-11-17T05:00:56.474Z,Mobile,Electronics,North,20000,25,21782.15,7,105000,102663.07,2336.93
2025-10-27T05:00:56.474Z,Keyboard,Accessories,East,1800,0,1753.4,9,16200,8997.21,7202.79
2025-10-06T05:00:56.474Z,Refrigerator,Appliances,East,45000,10,40050.92,3,121500,116799.45,4700.55
2025-08-07T05:00:56.474Z,Washing Machine,Appliances,Central,30000,40,29533.46,5,90000,121231.32,-31231.32
2025-08-17T05:00:56.474Z,Air Conditioner,Appliances,North,42000,25,42371.27,2,63000,73764.07,-10764.07
2025-06-05T05:00:56.474Z,Wireless Mouse,Accessories,South,1200,30,1222.59,23,19320,15231.25,4088.75
2025-10-15T05:00:56.474Z,Keyboard,Accessories,West,1800,0,1740.98,6,10800,5439.31,5360.69
2025-08-28T05:00:56.475Z,Air Conditioner,Appliances,West,42000,10,45143.23,3,113400,109587.41,3812.59
2026-01-13T05:00:56.475Z,Gaming Laptop,Electronics,East,75000,5,72235.8,7,498750,436318.93,62431.07
2025-05-30T05:00:56.475Z,Refrigerator,Appliances,Central,45000,10,38627.45,2,81000,75367.99,5632.01
2025-10-20T05:00:56.475Z,Tablet,Electronics,Central,25000,30,22509.97,3,52500,56011.51,-3511.51
2025-12-04T05:00:56.475Z,Refrigerator,Appliances,South,45000,30,42641.33,7,220500,258311.01,-37811.01
2025-10-04T05:00:56.475Z,Fitness Band,Wearables,Central,3500,0,3328.15,3,10500,6241.79,4258.21
